,cast,crew,id
2746,"['Malcolm McDowell', 'Teresa Ann Savoy', 'Helen Mirren']",Tinto Brass,9453
2747,"['John Lennon', 'Paul McCartney', 'George Harrison']",Richard Lester,704
2748,"['Kathleen Robertson', 'Matt Keeslar', 'Kelly Macdonald']",Gregg Araki,35122
2749,"['John Taylor', 'Michael Des Barres', 'Martin Kemp']",Allison Anders,142132
2750,"['Gary Busey', 'Don Stroud', 'Charles Martin Smith']",Steve Rash,24153
2751,"['Chris Sarandon', 'William Ragsdale', 'Amanda Bearse']",Tom Holland,11797
2752,"['Roddy McDowall', 'William Ragsdale', 'Traci Lind']",Tommy Lee Wallace,18086
2753,"['Isabelle Huppert', 'Daniel Auteuil', 'Karin Viard']",Christian Vincent,124475
2754,"['Robert Redford', 'Jane Fonda', 'Charles Boyer']",Gene Saks,17887
2755,"['Jon Voight', 'Burt Reynolds', 'Ned Beatty']",John Boorman,10669
2756,"['Nigel Terry', 'Helen Mirren', 'Nicholas Clay']",John Boorman,11527
2757,"['Harvey Keitel', 'Richard Edson', 'Don Byron']",Paul Auster,42848
2758,"['Doris Day', 'John Raitt', 'Carol Haney']",George Abbott,40867
2759,"['Jodie Foster', 'Richard Gere', 'Bill Pullman']",Jon Amiel,1049
2760,"['Jodi Benson', 'Gino Conforti', 'Barbara Cook']",Gary Goldman,28032
2761,"['Oliver Reed', 'Ann-Margret', 'Roger Daltrey']",Ken Russell,11326
2762,"['Linda Blair', 'Vince Van Patten', 'Peter Barton']",Tom DeSimone,28377
2763,"['Jackie Chan', 'Carol Cheng', 'Eva Cobo']",Jackie Chan,10975
2764,"['Jackie Chan', 'Alan Tam', 'Rosamund Kwan']",Jackie Chan,10974
2765,"['Tommy Lee Jones', 'Ashley Judd', 'Bruce Greenwood']",Bruce Beresford,10398
2766,"['Robin Williams', 'Armin Mueller-Stahl', 'Hannah Taylor-Gordon']",Peter Kassovitz,2290
2767,"['Loren Dean', 'Hope Davis', 'Jason Lee']",Lawrence Kasdan,24071
2768,"['Natasha Henstridge', 'Luke Wilson', 'Janeane Garofalo']",Bruce McCulloch,62994
2769,"['Sarah Polley', 'Stephen Rea', 'Jean Smart']",Audrey Wells,60994
2770,"['Kevin Clash', 'Mandy Patinkin', 'Vanessa Williams']",Gary Halvorson,16112
2771,"['Dennis Rodman', 'Dane Cook', 'John Pinette']",Kevin Elders,32305
2772,"['Melissa Joan Hart', 'Stephen Collins', 'Adrian Grenier']",John Schultz,14429
2773,"['Russell Crowe', 'Hank Azaria', 'Mary McCormack']",Jay Roach,15198
2774,"['George Clooney', 'Mark Wahlberg', 'Ice Cube']",David O. Russell,6415
2775,"['Steve Zahn', 'William H. Macy', 'Jeremy Northam']",Mark Illsley,24066
2776,"['Christopher Walken', 'Willem Dafoe', 'Asia Argento']",Abel Ferrara,21430
2777,"['Jonny Lee Miller', 'Robert Carlyle', 'Liv Tyler']",Jake Scott,10381
2778,"['Brian Allard', 'Amber Arrigotti', 'Robynn Hayek']",Andy Mingo,171982
2779,"['Michael Douglas', 'Jodie Foster', 'Johnny Whitaker']",Bernard McEveety,42486
2780,"['William Holden', 'Richard Widmark', 'Janice Rule']",Edward Dmytryk,60285
2781,"['Freddie Jones', 'Barbara Jefford', 'Fred Williams']",Federico Fellini,5622
2782,"['Timothy Hutton', 'Amy Madigan', 'Michael Rooker']",George A. Romero,10349
2783,"['Lanny Ross', 'Sam Parker', 'Pinto Colvig']",Dave Fleischer,42518
2784,"['Jason Beghe', 'John Pankow', 'Kate McNeil']",George A. Romero,29787
2785,"['Angus Scrimm', 'A. Michael Baldwin', 'Bill Thornbury']",Don Coscarelli,9638
2786,"['Anthony Perkins', 'Vera Miles', 'Meg Tilly']",Richard Franklin,10576
2787,"['Anthony Perkins', 'Diana Scarwid', 'Jeff Fahey']",Anthony Perkins,12662
2788,"['Joan Crawford', 'Walter Huston', 'Matt Moore']",Lewis Milestone,61369
2789,"['Toshirō Mifune', 'Tatsuya Nakadai', 'Keiju Kobayashi']",Akira Kurosawa,11712
2790,"['Harrison Ford', 'Kristin Scott Thomas', 'Charles S. Dutton']",Sydney Pollack,12618
2791,"['Molly Shannon', 'Will Ferrell', 'Elaine Hendrix']",Bruce McCulloch,13824
2792,"['Hilary Swank', 'Chloë Sevigny', 'Peter Sarsgaard']",Kimberly Peirce,226
2793,[],Tessa Blake,288772
2794,"['Charles Berling', 'Sophie Guillemin', 'Arielle Dombasle']",Cédric Kahn,55107
2795,"['Fernando Fernán Gómez', 'Rafael Alonso', 'Cayetana Guillén Cuervo']",José Luis Garci,69851
2796,"['Terence Stamp', 'Lesley Ann Warren', 'Luis Guzmán']",Steven Soderbergh,10388
2797,"['Carmen Electra', 'Mackenzie Astin', 'David Hyde Pierce']",Jeff Abugov,17198
2798,"['Elisabeth Shue', 'Aaron Eckhart', 'Jill Hennessy']",John Duigan,44857
2799,"['Tom Cruise', 'Rebecca De Mornay', 'Sean Penn']",Paul Brickman,9346
2800,"['Arnold Schwarzenegger', 'Sharon Stone', 'Rachel Ticotin']",Paul Verhoeven,861
2801,"['William Hurt', 'Kathleen Turner', 'Richard Crenna']",Lawrence Kasdan,14412
2802,"['Matthew Broderick', 'Alan Ruck', 'Mia Sara']",John Hughes,9377
2803,"['Mel Gibson', 'Sigourney Weaver', 'Linda Hunt']",Peter Weir,11541
2804,"['Arletty', 'Jean-Louis Barrault', 'Pierre Brasseur']",Marcel Carné,2457
2805,"['Clint Eastwood', 'Verna Bloom', 'Marianna Hill']",Clint Eastwood,11901
2806,"['Clint Eastwood', 'Inger Stevens', 'Ed Begley']",Ted Post,4929
2807,"['Paul Le Mat', 'Candy Clark', 'Bruce McGill']",Jonathan Demme,85325
2808,"['Jackie Chan', 'Yuen Siu-Tin', 'Hwang Jang-Lee']",Yuen Woo-ping,11230
2809,"['Jean-Louis Trintignant', 'Stefania Sandrelli', 'Gastone Moschin']",Bernardo Bertolucci,8416
2810,"['Sonny Bono', 'Ruth Brown', 'Divine']",John Waters,11054
2811,"['Celia Johnson', 'Trevor Howard', 'Stanley Holloway']",David Lean,851
2812,"['Bill Murray', 'Theresa Russell', 'Catherine Hicks']",John Byrum,24453
2813,"['Warren Beatty', 'Diane Keaton', 'Edward Herrmann']",Warren Beatty,18254
2814,"['Everett Alvarez', 'Ron Bliss', 'Fred Cherry']",Freida Lee Mock,56235
2815,"['Davor Dujmović', 'Borivoje Todorović', 'Ljubica Adzovic']",Emir Kusturica,20123
2816,"['Richard Gere', 'Brooke Adams', 'Linda Manz']",Terrence Malick,16642
2817,"['Maurice Ronet', 'Léna Skerla', 'Yvonne Clech']",Louis Malle,2593
2818,"['Antonio Gades', 'Cristina Hoyos', 'Laura del Sol']",Carlos Saura,42020
2819,"['Barbara Stanwyck', 'Henry Fonda', 'Charles Coburn']",Preston Sturges,3086
2820,"['Joel McCrea', 'Veronica Lake', 'Robert Warwick']",Preston Sturges,16305
2821,"['Claudette Colbert', 'Joel McCrea', 'Mary Astor']",Preston Sturges,32255
2822,"['Lorenzo Quinteros', 'Hugo Soto', 'Inés Vernengo']",Eliseo Subiela,48797
2823,"['Marilyn Monroe', 'Joseph Cotten', 'Jean Peters']",Henry Hathaway,19997
2824,"['Rita Hayworth', 'Glenn Ford', 'George Macready']",Charles Vidor,3767
2825,"['Rossano Brazzi', 'Mitzi Gaynor', 'John Kerr']",Joshua Logan,17352
2826,"['Jennifer Beals', 'Michael Nouri', 'Lilia Skala']",Adrian Lyne,535
2827,"['Catherine Deneuve', 'Vincent Pérez', 'Linh Đan Phạm']",Régis Wargnier,2731
2828,"['Lee Marvin', 'Ernest Borgnine', 'Charles Bronson']",Robert Aldrich,1654
2829,"['Debra Winger', 'Mark Keyloun', 'Darrell Larson']",James Bridges,31043
2830,"['George Harrison', 'John Lennon', 'Paul McCartney']",Richard Lester,14831
2831,"['Sean Connery', 'Honor Blackman', 'Gert Fröbe']",Guy Hamilton,658
2832,"['Sean Connery', 'Daniela Bianchi', 'Pedro Armendáriz']",Terence Young,657
2833,"['Sean Connery', 'Ursula Andress', 'Joseph Wiseman']",Terence Young,646
2834,"['Brooke Shields', 'Christopher Atkins', 'Leo McKern']",Randal Kleiser,5689
2835,"['Clint Eastwood', 'Marianne Koch', 'Gian Maria Volonté']",Sergio Leone,391
2836,"['Philip Baker Hall', 'Gwyneth Paltrow', 'John C. Reilly']",Paul Thomas Anderson,8052
2837,"['Macaulay Culkin', 'Joe Pesci', ""Catherine O'Hara""]",Chris Columbus,772
2838,"[""Wilbur 'Hi-Fi' White"", 'Leon Isaac Kennedy', 'Thommy Pollard ']",Jamaa Fanaka,65448
2839,"['Gerald Berns', 'Peggy Blow ', 'Malik Carter ']",Jamaa Fanaka,65452
2840,"['Tom Berenger', 'Mimi Rogers', 'Lorraine Bracco']",Ridley Scott,31650
2841,"['Mary Pickford', 'Roy Stewart', 'Mary Louise Miller']",William Beaudine,73575
2842,"['Valerie Red-Horse', 'Yvonne Russo', 'Irene Bedard']",Jennifer Wynne Farmer,302579
2843,"['Edward Norton', 'Brad Pitt', 'Meat Loaf']",David Fincher,550
2844,"['Daniel MacIvor', 'Carroll Godsman', 'Joe Dallesandro']",Thom Fitzgerald,97537
2845,"['Bruce Willis', 'Michelle Pfeiffer', 'Rob Reiner']",Rob Reiner,12220
2846,"['Colin Firth', 'Ruth Gemmell', 'Mark Strong']",David Evans,1610
2847,"['Val Kilmer', 'Noah Fleiss', 'Karen Young']",Frank Whaley,53151
2848,"['Ewen Bremner', 'Brian Fisk', 'Werner Herzog']",Harmony Korine,42881
2849,"['Casper Van Dien', 'Michael York', 'Catherine Oxenberg']",Robert Marcarelli,29064
2850,"['Richard Farnsworth', 'Sissy Spacek', 'Jane Galloway Heitz']",David Lynch,404
2851,"['Patty McCormack', 'Eileen Heckart', 'Henry Jones']",Mervyn LeRoy,42196
2852,"['Sean Connery', 'John Cleese', 'Shelley Duvall']",Terry Gilliam,36819
2853,"['Jean-Louis Trintignant', 'Anouk Aimée', 'Pierre Barouh']",Claude Lelouch,42726
2854,"['Klaus Kinski', 'José Lewgoy', 'Miguel Ángel Fuentes']",Werner Herzog,9343
2855,"['Roy Scheider', 'Jessica Lange', 'Leland Palmer']",Bob Fosse,16858
2856,"['Gong Li', 'Jiang Wen', 'Rujun Ten']",Zhang Yimou,42006
2857,"['Woody Allen', 'Martin Landau', 'Anjelica Huston']",Woody Allen,11562
2858,"['Lou Diamond Phillips', 'Dina Meyer', 'Bob Gunton']",Louis Morneau,10496
2859,"['Nia Long', 'Моррис Честнат', 'Harold Perrineau']",Malcolm D. Lee,16162
2860,"['Nicolas Cage', 'Patricia Arquette', 'John Goodman']",Martin Scorsese,8649
2861,"['Melanie Griffith', 'David Morse', 'Lucas Black']",Antonio Banderas,31306
2862,"['Matthew Perry', 'Neve Campbell', 'Dylan McDermott']",Damon Santostefano,10563
2863,"[""Jerry O'Connell"", 'Amanda Peet', 'Sean Patrick Flanery']",Michael Cristofer,14484
2864,"['Steven Nelson', 'Honey Lauren', 'Michael Mangiamele']",Tamara Hernandez,214735
2865,"['James Cagney', 'Laverne Andrews', 'Patty Andrews']",Philippe Mora,94857
2866,"['Jenny Seagrove', 'Dwier Brown', 'Carey Lowell']",William Friedkin,32043
2867,"['Michael Caine', 'Nigel Green', 'Guy Doleman']",Sidney J. Furie,15247
2868,"['Steve McQueen', 'Bruce Brown', 'David Evans']",Bruce Brown,29251
2869,"['Peter Weller', 'Nancy Allen', 'Ronny Cox']",Paul Verhoeven,5548
2870,"['Peter Weller', 'Nancy Allen', 'Tom Noonan']",Irvin Kershner,5549
2871,"['Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy']",Robert Zemeckis,856
2872,"['Jason Robards', 'Paul Le Mat', 'Elizabeth Cheshire']",Jonathan Demme,38772
2873,"['Roger Moore', 'Carole Bouquet', 'Chaim Topol']",John Glen,699
2874,"['Timothy Dalton', 'Carey Lowell', 'Robert Davi']",John Glen,709
2875,"['Roger Moore', 'Yaphet Kotto', 'Jane Seymour']",Guy Hamilton,253
2876,"['David Dukes', 'Niall Toibin', 'Cora Lunny']",George Pavlou,13511
2877,"['Sean Connery', 'Claudine Auger', 'Adolfo Celi']",Terence Young,660
2878,[],David Riker,46798
2879,"['Geoffrey Rush', 'Famke Janssen', 'Taye Diggs']",William Malone,11377
2880,"['Meryl Streep', 'Angela Bassett', 'Cloris Leachman']",Wes Craven,26149
2881,"['John Cusack', 'Cameron Diaz', 'Catherine Keener']",Spike Jonze,492
2882,"['Rupert Graves', 'Samantha Morton', 'Nicholas Woodeson']",Eric Styles,108346
2883,"['Gibson Frazier', 'Cara Buono', 'Ian Edwards']",Adam Abraham,98480
2884,"['Yōji Matsuda', 'Yuriko Ishida', 'Yūko Tanaka']",Hayao Miyazaki,128
2885,"['Jennifer Love Hewitt', 'Bridgette Wilson', 'Craig Bierko']",Donal Lardner Ward,46286
2886,"['Werner Herzog', 'Klaus Kinski', 'Claudia Cardinale']",Werner Herzog,8672
2887,"['Lionel Abelanski', 'Rufus', 'Clément Harari']",Radu Mihaileanu,8056
2888,"[""Chris O'Donnell"", 'Renée Zellweger', 'Artie Lange']",Gary Sinyor,2020
2889,"['Denzel Washington', 'Angelina Jolie', 'Queen Latifah']",Phillip Noyce,9481
2890,"['Al Pacino', 'Russell Crowe', 'Christopher Plummer']",Michael Mann,9008
2891,"['Mark Borchardt', 'Mike Schank', 'Tom Schimmels']",Chris Smith,14242
2892,"['Don McKellar', 'Sandra Oh', 'Roberta Maxwell']",Don McKellar,16129
2893,"['Helena Bonham Carter', 'Romane Bohringer', 'Romane Bohringer']",Martine Dugowson,104103
2894,"['Émilie Dequenne', 'Olivier Gourmet', 'Fabrizio Rongione']",Jean-Pierre Dardenne,11489
2895,"['Jane Fonda', 'Michael Sarrazin', 'Susannah York']",Sydney Pollack,28145
2896,"['Buster Keaton', ""Sally O'Neil"", 'Walter James']",Buster Keaton,51371
2897,"['Jeffrey Combs', 'Bruce Abbott', 'Claude Earl Jones']",Brian Yuzna,18111
2898,"['Richard Pryor', 'Cicely Tyson', 'Ángel Ramírez']",Oz Scott,31361
2899,"['Geneviève Bujold', 'Michael Douglas', 'Elizabeth Ashley']",Michael Crichton,11223
2900,"['Hal Holbrook', 'Adrienne Barbeau', 'Fritz Weaver']",George A. Romero,16281
2901,"['George Kennedy', 'Dorothy Lamour', 'Lois Chiles']",Michael Gornick,16288
2902,"['Jeffrey Combs', 'Bruce Abbott', 'Barbara Crampton']",Stuart Gordon,1694
2903,"['Matt Dillon', 'Kelly Lynch', 'James Le Gros']",Gus Van Sant,476
2904,"['Michael Douglas', 'Robert Duvall', 'Barbara Hershey']",Joel Schumacher,37094
2905,"['Elizabeth Berridge', 'Shawn Carson', 'Jeanne Austin']",Tobe Hooper,13555
2906,"['Buster Keaton', 'Marion Mack', 'Glen Cavender']",Buster Keaton,961
2907,"['Mary Pickford', ""Charles 'Buddy' Rogers"", 'Sunshine Hart']",Sam Taylor,73969
2908,"['Heather Menzies', 'Kevin McCarthy', 'Dick Miller']",Joe Dante,24831
2909,"['Dean Martin', 'George Peppard', 'Jean Simmons']",Arnold Laven,64963
2910,"['Joe B. Barton', 'Don Barrett', 'Sherry Leigh']",Rick Roessler,85160
2911,"['Elizabeth Taylor', 'Richard Burton', 'Cyril Cusack']",Franco Zeffirelli,25560
2912,"['Sylvester Stallone', 'Rutger Hauer', 'Billy Dee Williams']",Bruce Malmuth,21610
2913,"['Toshirō Mifune', 'Tatsuya Nakadai', 'Yôko Tsukasa']",Akira Kurosawa,11878
2914,"['Linda Blair', 'Ned Beatty', 'Leslie Nielsen']",Bob Logan,11510
2915,"['Charlton Heston', 'Anthony Zerbe', 'Rosalind Cash']",Boris Sagal,11234
2916,"['Mel Brooks', 'Rick Moranis', 'Bill Pullman']",Mel Brooks,957
2917,"['Brian Bedford', 'Phil Harris', 'Peter Ustinov']",Wolfgang Reitherman,11886
2918,"['Henry Fonda', 'James Cagney', 'William Powell']",John Ford,37853
2919,"['Everett McGill', 'Ron Perlman', 'Nicholas Kadi']",Jean-Jacques Annaud,62204
2920,"['Dustin Hoffman', 'Faye Dunaway', 'Chief Dan George']",Arthur Penn,11040
2921,"['Andy Griffith', 'Patricia Neal', 'Walter Matthau']",Elia Kazan,21849
2922,"['Eddie Murphy', 'Dan Aykroyd', 'Jamie Lee Curtis']",John Landis,1621
2923,"['Bill Murray', 'Harvey Atkin', 'Kate Lynch']",Ivan Reitman,14035
2924,"['Richard Mulligan', 'Hamilton Camp', 'John Mengatti']",Ken Wiederhorn,40771
2925,"['Patrick Dempsey', 'Sally Kellerman', 'Isabelle Mejias']",George Mendeluk,40772
2926,"['Corey Feldman', 'Jack Nance', 'Sarah Douglas']",Bob Logan,40773
2927,"['Kenneth Branagh', 'Derek Jacobi', 'Andy García']",Kenneth Branagh,11498
2928,"['Kenneth Branagh', 'Emma Thompson', 'Stephen Fry']",Kenneth Branagh,11790
2929,"['Laurel Holloman', 'Maggie Moore', 'Kate Stafford']",Maria Maggenti,29371
2930,"['Elizabeth Edmonds', 'Sue Wallace', 'Geraldine Griffiths']",Peter Duffell,276635
2931,"['Chevy Chase', 'Carrie Fisher', 'Eve Arden']",Steve Rash,47941
2932,"['Michael Crawford', 'John Lennon', 'Roy Kinnear']",Richard Lester,29048
2933,"['Usher Raymond', 'Vanessa Williams', 'Forest Whitaker']",Craig Bolotin,19052
2934,"['Susan Sarandon', 'Natalie Portman', 'Hart Bochner']",Wayne Wang,21349
2935,"['Ben Affleck', 'Matt Damon', 'Linda Fiorentino']",Kevin Smith,1832
2936,"['Milla Jovovich', 'Dustin Hoffman', 'Faye Dunaway']",Luc Besson,10047
2937,"['Rica Matsumoto', 'Mayumi Iizuka', 'Yūji Ueda']",Michael Haigney,10228
2938,"['Bob Hoskins', 'Elaine Cassidy', 'Arsinée Khanjian']",Atom Egoyan,47692
2939,"['Maura Tierney', 'Adrien Brody', 'James Naughton']",Richard Shepard,18561
2940,"['Miguel Ferrer', 'John Livingston', 'Yasiin Bey']",Daniel Pyne,144953
2941,"['Boris Karloff', 'Maris Wrixon', ""Gene O'Donnell""]",William Nigh,37426
2942,"['Boris Karloff', 'Margaret Lindsay', 'Bruce Lester']",Terry O. Morse,51787
2943,"['Robert Arkins', 'Michael Aherne', 'Angeline Ball']",Alan Parker,11663
2944,"['Bing Crosby', 'Fred Astaire', 'Marjorie Reynolds']",Mark Sandrich,13485
2945,"['Eddie Albert', 'Paul Anka', 'Arletty']",Bernhard Wicki,9289
2946,"['Sara Gilbert', 'Drew Barrymore', 'Tom Skerritt']",Katt Shea,9264
2947,"['Jaime Pressly', 'Megan Edwards', 'Michael Des Barres']",Kurt Voss,18222
2948,['Adrien Brody'],Eric Bross,124853
2949,"['Martin Balsam', 'Sô Yamamura', 'Joseph Cotten']",Richard Fleischer,11165
2950,"['Carmen Maura', 'Antonio Banderas', 'Julieta Serrano']",Pedro Almodóvar,4203
2951,"['Paul Newman', 'Charlotte Rampling', 'Jack Warden']",Sidney Lumet,24226
2952,"['Joanne Woodward', 'Roberta Wallach', 'Judith Lowry']",Paul Newman,88875
2953,"['Peter Weller', 'John Lithgow', 'Ellen Barkin']",W.D. Richter,11379
2954,"['Edward James Olmos', 'Lou Diamond Phillips', 'Rosanna DeSoto']",Ramón Menéndez,29154
2955,"['Cher', 'Nicolas Cage', 'Vincent Gardenia']",Norman Jewison,2039
2956,"['Elizabeth Taylor', 'Richard Burton', 'Eva Marie Saint']",Vincente Minnelli,77915
2957,"['Robert Redford', 'Will Geer', 'Delle Bolton']",Sydney Pollack,11943
2958,"['Catherine Deneuve', 'Ian Hendry', 'John Fraser']",Roman Polanski,11481
2959,"['Jack Lemmon', 'Shirley MacLaine', 'Lou Jacobi']",Billy Wilder,2690
2960,"['Bruce Balden', 'Jacqueline Bassett', 'Symon Basterfield']",Michael Apted,20565
2961,"['Adrien Brody', 'Ben Foster', 'Orlando Jones']",Barry Levinson,27141
2962,"[""Frances O'Connor"", 'Lindsay Duncan', 'James Purefoy']",Patricia Rozema,10399
2963,"['Lazar Ristovski', 'Nikola Ristanovski', 'Vlado Jovanovski']",Darko Mitrevski,90762
2964,"['Johnny Depp', 'Ian McDiarmid', 'Christina Ricci']",Tim Burton,2668
2965,"['Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle']",Michael Apted,36643
2966,"['Cecilia Roth', 'Marisa Paredes', 'Penélope Cruz']",Pedro Almodóvar,99
2967,[],,159569
2968,"['Marina Pierro', 'Françoise Blanchard', 'Mike Marshall']",Jean Rollin,77010
2969,"['Stan Laurel', 'Oliver Hardy', 'Charlotte Henry']",Charley Rogers,25898
2970,"['Bill Murray', 'Karen Allen', 'John Forsythe']",Richard Donner,9647
2971,"['James Stewart', 'Josephine Hull', 'Peggy Dow']",Henry Koster,11787
2972,"['Lamberto Maggiorani', 'Enzo Staiola', 'Lianella Carell']",Vittorio De Sica,5156
2973,"['Chris Cooper', 'James Earl Jones', 'Mary McDonnell']",John Sayles,24276
2974,"['Tatsuya Nakadai', 'Tsutomu Yamazaki', 'Jinpachi Nezu']",Akira Kurosawa,11953
2975,"['Toshirō Mifune', 'Takashi Shimura', 'Tatsuya Mihashi']",Hiroshi Inagaki,44662
2976,"['Warren Beatty', 'Julie Christie', 'Rene Auberjonois']",Robert Altman,29005
2977,"['James Wilby', 'Hugh Grant', 'Rupert Graves']",James Ivory,26371
2978,"['Henry Fonda', 'Jane Darwell', 'John Carradine']",John Ford,596
2979,"['June Allyson', 'David Niven', 'Jessie Royce Landis']",Henry Koster,52470
2980,"['Margaret Sullavan', 'James Stewart', 'Frank Morgan']",Ernst Lubitsch,20334
2981,"['Robert Redford', 'Glenn Close', 'Kim Basinger']",Barry Levinson,11393
2982,"['Warren Beatty', 'Julie Christie', 'Goldie Hawn']",Hal Ashby,31121
2983,"['Brad Pitt', 'Craig Sheffer', 'Tom Skerritt']",Robert Redford,293
2984,"['Michael Douglas', 'Glenn Close', 'Anne Archer']",Adrian Lyne,10998
2985,"['Glenn Close', 'Jeff Bridges', 'Peter Coyote']",Richard Marquand,12235
2986,"['Jane Fonda', 'Robert De Niro', 'Swoosie Kurtz']",Martin Ritt,36094
2987,"['Robert De Niro', 'Charles Grodin', 'Yaphet Kotto']",Martin Brest,9013
2988,"['Robert De Niro', 'Robin Williams', 'John Heard']",Penny Marshall,11005
2989,"['Dennis Quaid', 'Tamlyn Tomita', 'Sab Shimono']",Alan Parker,59820
2990,"['Kurt Russell', 'William Baldwin', 'Robert De Niro']",Ron Howard,2924
2991,"['Jeff Bridges', 'Robin Williams', 'Mercedes Ruehl']",Terry Gilliam,177
2992,"['Mel Gibson', 'Sissy Spacek', 'Scott Glenn']",Mark Rydell,38557
2993,"['Jessica Lange', 'Sam Shepard', 'Wilford Brimley']",Richard Pearce,42087
2994,"['Sally Field', 'Lindsay Crouse', 'John Malkovich']",Robert Benton,13681
2995,"['Sissy Spacek', 'Anne Bancroft', 'Ed Berke']",Tom Moore,34760
2996,"['Arnold Schwarzenegger', 'Gabriel Byrne', 'Kevin Pollak']",Peter Hyams,9946
2997,"['Tom Hanks', 'Tim Allen', 'Joan Cusack']",John Lasseter,863
2998,"['Robert De Niro', 'Philip Seymour Hoffman', 'Barry Miller']",Joel Schumacher,31582
2999,"['Saffron Burrows', 'Peter Mullan', 'Maria Doyle Kennedy']",Mike Figgis,125520
3000,"['Tobey Maguire', 'Skeet Ulrich', 'Jeffrey Wright']",Ang Lee,22267
3001,"['Janet McTeer', 'Kimberly J. Brown', 'Jennifer Paige']",Gavin O'Connor,55123
3002,"['Claudine Auger', 'Luigi Pistilli', 'Claudio Camaso']",Mario Bava,5486
3003,"['Eddie Murphy', 'Lane Smith', 'Sheryl Lee Ralph']",Jonathan Lynn,10411
3004,"[""Edmond O'Brien"", 'Frank Lovejoy', 'William Talman']",Ida Lupino,41462
3005,"['Errol Flynn', 'Olivia de Havilland', 'Alan Hale']",Michael Curtiz,1718
3006,"['Janine Lindemulder', 'Darrel Guilbeau', 'Michelle Kemp']",Bill Milling,28604
3007,"['Anjelica Huston', ""Marion O'Dwyer"", ""Niall O'Shea""]",Anjelica Huston,15506
3008,"['Ralph Fiennes', 'Stephen Rea', 'Julianne Moore']",Neil Jordan,20024
3009,"['Deborah Kerr', 'Van Johnson', 'John Mills']",Edward Dmytryk,78256
3010,"['Kate Winslet', 'Harvey Keitel', 'Julie Hamilton']",Jane Campion,13787
3011,"['Sigourney Weaver', 'David Strathairn', 'Julianne Moore']",Scott Elliott,54933
3012,"['Woody Allen', 'Ben Duncan (DJ)', 'Daniel Okrent']",Woody Allen,9684
3013,"['Tom Hanks', 'Bruce Willis', 'Melanie Griffith']",Brian De Palma,9586
3014,"['Hugh Panaro', 'Michael Shawn Lucas', 'Mara Hobel']",Victor Mignatti,41638
3015,"['Mary Pickford', 'Milla Davenport', 'Percy Haswell']",Marshall Neilan,70801
3016,"['Buster Keaton', 'Howard Truesdale', 'Kathleen Myers']",Buster Keaton,33015
3017,"['Jean Gabin', 'Dita Parlo', 'Pierre Fresnay']",Jean Renoir,777
3018,"['Robert Duvall', 'Blythe Danner', ""Michael O'Keefe""]",Lewis John Carlino,21887
3019,"['Martin Gabel', 'James Dean', 'Lew Bracker']",Robert Altman,5652
3020,"['Gregory Peck', 'Roger Moore', 'David Niven']",Andrew V. McLaglen,19664
3021,"['Jodie Foster', 'Mark Harmon', 'Harold Ramis']",Steven Kampmann,32331
3022,"['Buster Crabbe', 'Julie Bishop', 'Edward Woods']",Robert F. Hill,76083
3023,"['Buster Keaton', 'Margaret Leahy', 'Wallace Beery']",Edward F. Cline,32628
3024,"['Jack Nicholson', 'Harvey Keitel', 'Meg Tilly']",Jack Nicholson,32669
3025,"['Bono', 'The Edge', ' Larry Mullen Jr.']",Phil Joanou,18161
3026,"['Lee Marvin', 'Toshirō Mifune']",John Boorman,31681
3027,"['Doris Day', 'Rod Taylor', 'Arthur Godfrey']",Frank Tashlin,33666
3028,"['Hank Azaria', 'Rubén Blades', 'Joan Cusack']",Tim Robbins,32274
3029,"['Rob Schneider', 'William Forsythe', 'Eddie Griffin']",Mike Mitchell,10402
3030,"['Tom Hanks', 'Michael Clarke Duncan', 'David Morse']",Frank Darabont,497
3031,"['Tobey Maguire', 'Charlize Theron', 'Delroy Lindo']",Lasse Hallström,1715
3032,"['Kirk Douglas', 'Corbin Allred', 'Dan Aykroyd']",John Asher,35118
3033,"['Ray Winstone', 'Tilda Swinton', 'Lara Belmont']",Tim Roth,42739
3034,"['Chester Morris', 'Chance Ward', 'Una Merkel']",Roland West,26162
3035,"['Timothy Bottoms', 'Jeff Bridges', 'Cybill Shepherd']",Peter Bogdanovich,25188
3036,"['Kerwin Mathews', 'Kathryn Grant', 'Torin Thatcher']",Nathan H. Juran,15515
3037,"['James Cagney', 'Sylvia Sidney', 'Porter Hall']",Frank Lloyd,75888
3038,"['Jodie Foster', 'Chow Yun-fat', 'Bai Ling']",Andy Tennant,1439
3039,"['Robin Williams', 'Sam Neill', 'Embeth Davidtz']",Chris Columbus,2277
3040,"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie']",Rob Minkoff,10137
3041,"['Gong Li', 'Zhang Fengyi', 'Sun Zhou']",Chen Kaige,10387
3042,"['Steve Martin', 'Itzhak Perlman', 'Quincy Jones']",James Algar,49948
3043,"['Julianne Moore', 'William H. Macy', 'John C. Reilly']",Paul Thomas Anderson,334
3044,"['Ralph Fiennes', 'Liv Tyler', 'Toby Stephens']",Martha Fiennes,30237
3045,"['Nick Nolte', 'Jeff Bridges', 'Sharon Stone']",Matthew Warchus,50116
